,Image,Start,End,Path
616,616.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (16, 22), (17, 23), (17, 24), (17, 25), (17, 26), (16, 27), (15, 28), (14, 29), (13, 30), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
617,617.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 9), (20, 10), (19, 11), (18, 12), (17, 11), (16, 10), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 10), (8, 11), (7, 12), (6, 13), (5, 14), (4, 15), (3, 16), (2, 17), (1, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
618,618.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 11), (17, 10), (16, 9), (15, 9), (14, 10), (13, 11), (12, 12), (12, 13), (12, 14), (12, 15), (12, 16), (11, 17), (10, 18), (9, 19), (8, 18), (7, 18), (6, 18), (5, 18), (4, 19), (3, 20), (2, 21), (1, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
619,619.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (26, 7), (25, 8), (24, 9), (23, 9), (22, 10), (21, 11), (20, 12), (20, 13), (20, 14), (19, 15), (18, 15), (17, 16), (16, 17), (15, 17), (14, 16), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
620,620.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (27, 7), (26, 8), (25, 9), (24, 10), (23, 11), (22, 10), (21, 9), (20, 9), (19, 10), (18, 11), (17, 12), (16, 13), (15, 14), (14, 15), (13, 16), (12, 17), (11, 16), (10, 15), (9, 14), (8, 13), (7, 12), (6, 11), (5, 10), (4, 9), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
621,621.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 15), (16, 16), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (15, 22), (14, 23), (13, 24), (12, 24), (11, 25), (10, 26), (9, 27), (8, 28), (7, 29), (6, 30), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
622,622.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 22), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 24), (13, 25), (12, 26), (11, 27), (10, 28), (9, 29), (8, 30), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
623,623.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 6), (23, 6), (22, 5), (21, 5), (20, 4), (19, 3), (18, 3), (17, 3), (16, 3), (15, 4), (14, 5), (13, 6), (12, 7), (11, 8), (10, 9), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
624,624.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 9), (19, 8), (18, 8), (17, 8), (16, 8), (15, 9), (14, 10), (13, 11), (12, 12), (11, 13), (10, 14), (9, 15), (8, 14), (7, 13), (6, 12), (5, 11), (4, 10), (3, 9), (2, 9), (1, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
625,625.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 9), (20, 10), (19, 11), (18, 12), (17, 13), (16, 14), (15, 15), (14, 16), (13, 17), (12, 16), (11, 15), (10, 14), (9, 14), (8, 13), (7, 12), (6, 11), (5, 10), (4, 9), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
626,626.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (29, 3), (29, 4), (29, 5), (29, 6), (28, 7), (27, 8), (26, 9), (25, 10), (25, 11), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (24, 22), (23, 23), (22, 24), (21, 25), (20, 26), (19, 27), (18, 28), (17, 29), (16, 30), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
627,627.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (27, 7), (26, 8), (25, 9), (24, 9), (23, 9), (22, 10), (21, 11), (20, 12), (19, 13), (18, 14), (17, 15), (16, 14), (15, 13), (14, 12), (13, 11), (12, 10), (11, 9), (10, 8), (9, 8), (8, 8), (7, 8), (6, 9), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
628,628.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 2), (27, 2), (26, 2), (25, 3), (24, 4), (23, 5), (22, 6), (21, 7), (20, 8), (19, 9), (18, 10), (17, 11), (16, 12), (15, 13), (14, 14), (13, 13), (12, 12), (11, 11), (10, 10), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
629,629.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 6), (23, 6), (22, 7), (21, 8), (20, 9), (19, 10), (18, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (16, 22), (15, 23), (14, 24), (13, 25), (12, 26), (11, 27), (10, 28), (9, 29), (8, 30), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
630,630.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (27, 10), (27, 11), (27, 12), (27, 13), (26, 14), (25, 15), (24, 16), (23, 17), (22, 18), (21, 19), (20, 20), (20, 21), (19, 22), (18, 23), (17, 24), (16, 25), (15, 26), (14, 27), (13, 28), (12, 29), (11, 30), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
631,631.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (23, 9), (23, 10), (22, 11), (21, 12), (20, 12), (19, 11), (18, 11), (17, 11), (16, 11), (15, 11), (14, 10), (13, 9), (12, 9), (11, 10), (10, 11), (9, 12), (8, 13), (7, 14), (6, 15), (5, 16), (4, 17), (3, 18), (2, 19), (1, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
632,632.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (24, 8), (23, 9), (22, 10), (21, 11), (20, 12), (19, 13), (18, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (16, 22), (15, 23), (15, 24), (15, 25), (14, 26), (13, 27), (12, 28), (11, 29), (10, 30), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
633,633.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (28, 6), (28, 7), (28, 8), (28, 9), (27, 10), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (26, 22), (25, 23), (24, 24), (23, 25), (22, 26), (21, 27), (20, 28), (19, 29), (18, 30), (17, 31), (16, 31), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
634,634.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (25, 7), (25, 8), (24, 9), (23, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (21, 22), (20, 23), (19, 24), (18, 25), (17, 26), (16, 27), (15, 28), (14, 29), (13, 30), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
635,635.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (23, 9), (22, 10), (21, 11), (20, 12), (19, 13), (18, 14), (17, 13), (16, 12), (15, 12), (14, 11), (13, 10), (12, 9), (11, 9), (10, 10), (9, 11), (8, 12), (7, 13), (6, 14), (5, 15), (4, 16), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
636,636.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 10), (19, 9), (18, 8), (17, 8), (16, 8), (15, 9), (14, 10), (13, 11), (12, 12), (11, 12), (10, 11), (9, 10), (8, 9), (7, 10), (6, 11), (5, 12), (4, 13), (3, 14), (2, 15), (1, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
637,637.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (26, 6), (26, 7), (26, 8), (26, 9), (25, 10), (24, 10), (23, 10), (22, 10), (21, 11), (20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (20, 17), (21, 18), (22, 19), (23, 20), (23, 21), (23, 22), (22, 23), (21, 24), (20, 25), (19, 26), (18, 27), (17, 28), (16, 29), (15, 30), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
638,638.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 4), (25, 4), (24, 5), (23, 6), (23, 7), (23, 8), (23, 9), (22, 10), (21, 10), (20, 11), (19, 12), (18, 13), (17, 13), (16, 12), (15, 11), (14, 10), (13, 9), (12, 8), (11, 8), (10, 7), (9, 7), (8, 7), (7, 8), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
639,639.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 5), (24, 5), (23, 6), (22, 7), (21, 8), (20, 9), (19, 10), (18, 11), (17, 12), (17, 13), (17, 14), (17, 15), (16, 16), (15, 17), (14, 18), (13, 17), (12, 16), (11, 15), (10, 14), (9, 13), (8, 12), (7, 11), (6, 10), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
640,640.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (28, 4), (28, 5), (28, 6), (28, 7), (27, 8), (26, 9), (25, 10), (24, 11), (23, 12), (22, 13), (21, 14), (20, 15), (19, 16), (18, 17), (18, 18), (18, 19), (18, 20), (18, 21), (17, 22), (16, 23), (15, 24), (14, 25), (13, 26), (12, 27), (11, 28), (10, 29), (9, 30), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
641,641.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (23, 9), (23, 10), (23, 11), (22, 12), (21, 13), (20, 14), (19, 15), (18, 16), (17, 17), (16, 18), (15, 17), (14, 16), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
642,642.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 13), (15, 12), (14, 11), (13, 10), (12, 9), (11, 10), (10, 11), (9, 12), (8, 13), (7, 14), (6, 15), (5, 15), (4, 16), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
643,643.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (28, 4), (28, 5), (28, 6), (27, 7), (26, 8), (25, 9), (24, 10), (23, 11), (22, 12), (21, 13), (20, 14), (19, 15), (18, 16), (17, 16), (16, 15), (15, 14), (14, 13), (14, 12), (13, 11), (13, 10), (12, 9), (11, 9), (10, 10), (9, 11), (8, 12), (7, 13), (6, 14), (5, 15), (4, 16), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
644,644.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (26, 6), (26, 7), (25, 8), (25, 9), (24, 10), (23, 11), (22, 12), (21, 13), (20, 14), (20, 15), (20, 16), (20, 17), (20, 18), (20, 19), (20, 20), (20, 21), (19, 22), (18, 23), (17, 22), (16, 22), (15, 22), (14, 23), (13, 24), (14, 25), (14, 26), (14, 27), (13, 28), (12, 29), (11, 30), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
645,645.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 10), (18, 9), (17, 8), (16, 7), (15, 6), (14, 6), (13, 6), (12, 6), (11, 5), (10, 5), (9, 5), (8, 6), (7, 7), (6, 8), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
646,646.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (21, 11), (20, 12), (19, 13), (18, 14), (17, 15), (16, 14), (15, 13), (14, 12), (13, 11), (12, 10), (11, 9), (10, 8), (9, 7), (8, 7), (7, 7), (6, 8), (5, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (5, 15), (4, 16), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
647,647.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 6), (23, 6), (22, 5), (21, 5), (20, 5), (19, 5), (18, 6), (17, 7), (16, 8), (15, 9), (14, 10), (13, 11), (12, 12), (11, 12), (10, 11), (9, 10), (8, 9), (7, 10), (6, 11), (5, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
648,648.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (26, 6), (25, 7), (24, 8), (23, 9), (22, 10), (21, 11), (20, 12), (19, 13), (18, 13), (17, 12), (16, 11), (15, 10), (14, 9), (13, 9), (12, 10), (11, 11), (10, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (8, 19), (7, 20), (6, 21), (5, 22), (4, 23), (3, 24), (2, 25), (1, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
649,649.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (22, 10), (22, 11), (22, 12), (21, 13), (20, 14), (20, 15), (20, 16), (20, 17), (20, 18), (20, 19), (20, 20), (20, 21), (19, 22), (18, 23), (17, 23), (16, 23), (15, 23), (14, 24), (13, 25), (12, 26), (11, 27), (10, 28), (9, 29), (8, 30), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
650,650.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 10), (19, 10), (18, 10), (17, 11), (16, 12), (15, 13), (14, 13), (13, 12), (12, 11), (11, 10), (10, 9), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
651,651.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 15), (15, 14), (14, 13), (13, 13), (12, 13), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 8), (5, 8), (4, 8), (3, 8), (2, 9), (1, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
652,652.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 4), (24, 4), (23, 4), (22, 5), (21, 6), (20, 7), (19, 8), (18, 9), (17, 10), (16, 11), (15, 11), (14, 10), (13, 9), (12, 9), (11, 10), (10, 10), (9, 10), (8, 11), (7, 12), (6, 13), (5, 14), (4, 15), (3, 16), (2, 17), (1, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
653,653.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 12), (17, 11), (16, 10), (15, 9), (14, 9), (13, 10), (12, 11), (11, 12), (10, 13), (10, 14), (11, 15), (11, 16), (11, 17), (10, 18), (9, 19), (8, 20), (7, 21), (6, 22), (5, 23), (4, 24), (3, 25), (2, 26), (1, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
654,654.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (16, 22), (15, 23), (14, 24), (13, 25), (12, 26), (11, 27), (10, 28), (9, 29), (8, 30), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
655,655.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 2), (27, 2), (26, 2), (25, 3), (24, 4), (23, 5), (22, 6), (21, 7), (20, 8), (19, 9), (18, 10), (17, 11), (16, 12), (15, 13), (14, 14), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
656,656.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (25, 7), (25, 8), (24, 9), (23, 10), (22, 11), (21, 12), (20, 13), (19, 13), (18, 13), (17, 13), (16, 13), (15, 12), (14, 11), (13, 10), (12, 9), (11, 9), (10, 10), (9, 11), (8, 12), (7, 13), (6, 14), (5, 15), (4, 16), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
657,657.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (19, 20), (19, 21), (18, 22), (17, 23), (16, 24), (15, 25), (14, 26), (13, 27), (12, 28), (11, 29), (10, 30), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
658,658.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (25, 7), (25, 8), (24, 9), (23, 10), (22, 11), (21, 12), (20, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (19, 20), (19, 21), (18, 22), (17, 23), (16, 24), (15, 25), (14, 26), (13, 27), (12, 28), (11, 29), (10, 30), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
659,659.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (27, 7), (26, 8), (25, 9), (24, 9), (23, 9), (22, 9), (21, 10), (20, 11), (19, 12), (18, 12), (17, 12), (16, 13), (15, 13), (14, 14), (14, 15), (14, 16), (14, 17), (15, 18), (16, 19), (17, 18), (18, 18), (19, 18), (20, 19), (21, 18), (22, 19), (23, 19)]"
660,660.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (26, 6), (26, 7), (25, 8), (24, 9), (23, 10), (22, 11), (21, 12), (20, 13), (21, 14), (22, 15), (23, 16), (24, 17), (24, 18), (24, 19), (23, 20), (22, 21), (23, 22), (23, 23), (23, 24), (22, 25), (21, 26), (20, 27), (19, 28), (18, 29), (17, 30), (16, 31), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
661,661.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (26, 7), (26, 8), (26, 9), (27, 10), (28, 11), (28, 12), (28, 13), (27, 14), (27, 15), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (26, 22), (25, 23), (24, 24), (23, 25), (22, 26), (21, 27), (21, 28), (20, 29), (19, 30), (18, 31), (17, 31), (16, 31), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
